"","X","business_id","review_id","user_id","stars.x","date","text","useful","funny","cool","name","address","city","state","postal_code","latitude","longitude","stars.y","review_count","is_open","categories"
"465",2144892,"GZ12skjXwuMuH3LidRN-mA","NRMZ45LMxhICmxoY5bNEAg","JInn7zPqOxhea4l8PUsBPA",4,"2016-02-01","does anything taste bad here? ugh no everything is amazingly flavourful.  yummmmmm.  id say the only downfall is its pricey and they dont take debit.  otherwise no matter what you get ie: burrito, salad bowl, softitas, tacos its all pretty killer.  i think they should do a fish taco, mmm!!",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"466",2144893,"GZ12skjXwuMuH3LidRN-mA","dVtn-7WUTGBq9hA-trtkGA","Ko4y7jIissMR8ZGQlMdpaA",4,"2016-01-24","I was here yesterday around noon and given it was my first time going to Chipotle I'd have to say the experience was great. I bought the half steak half chicken burrito bowl and it was delicious. At 615 kcal and 42g of protein (without the guacamole) it was a great lunch! That being said for $10.25 it was quite steep for that amount of food. 
I'm a fan of guacamole, but $2.21 is a bit pricey.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"467",2144894,"GZ12skjXwuMuH3LidRN-mA","zqqHx4l7odYZMi_IQNg2qw","9zUr-79ggsSJ_dgjHRV6pw",1,"2014-09-24","Bought a veggie burrito today. Nice and loaded but after they wrapped it up. They didn't heat it up like other burrito joints. My burrito was very cold and ended up being very messy and sloppy compared to other burritos I've had. I will not be returning ever again",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"468",2144895,"GZ12skjXwuMuH3LidRN-mA","qpHRdll7Z7nSna6ncQm-ug","_OMjzvjGuBM8DHwViAkQcA",1,"2016-05-01","This restaurant used to be ok. The last two times I was there I had a bad experience. 1st I found hair on my burrito bowl. Then I waited some time and decided to give it another shot. 2nd time I found a mosquito on my lettuce, which clearly indicates that they don't wash it. Urrgg... Disgusting!!! So I have decided to never go back to a chipottle again. Too bad, I used to like this restaurant.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"469",2144896,"GZ12skjXwuMuH3LidRN-mA","MLzSfMhK86-uCiL51lLN6A","5iaJ9tgzIN9R4PBCXHaTaA",2,"2015-06-15","My husband and I have mixed feelings about this place. He really likes the food, with the huge burritos and thinks they are a good value; I don't care for most of the items, find the menu rather limited compared to other restaurants of the type and find it rather pricey, especially given the quality. The fact that they limit you to three toppings for the quesadilla before paying extra for additional toppings turns me off quite a bit. I wouldn't come here on my own. It is clean but slightly cramped. Not worth the time and money overall.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"470",2144897,"GZ12skjXwuMuH3LidRN-mA","BZxQ2qqeyszB-sWCKlVbEw","DdCA-nJzATCsQpAVGZB89w",3,"2014-11-10","The burrito (pork) that I ordered was delicious, however very pricey.  I would much rather go to a burrito boyz or fat bastard burrito for a tastier, cheaper, and larger meal.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"471",2144898,"GZ12skjXwuMuH3LidRN-mA","yor66psQpRNFGW-UMtRAsw","iHWkaQKPuZ4ETp95ThYRyw",4,"2017-06-16","food is pretty good, its always filling too. never had a bad experience.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"472",2144899,"GZ12skjXwuMuH3LidRN-mA","3M7oJ1Jm5YauLUAGl6zvwg","0UdM2Yfy9yyxElBxON2q6A",3,"2014-01-25","Last time I went to Chipotle was more than 2 years ago at the yonge and dundas location.  I remember tasting the layers of flavours.  This time around I found the ingredients to be a little on the cold side. The flavours were lacking, nothing really stood out. However it's still better than other Mexican fast food chains in the area. I had the chicken burrito with the works,  no guac and medium salsa.  I feel like if added the guac and mild salsa or corn salsa with a hint of hot sauce it would have been better.  The guac was like $2 more which I didn't want to pay on top of the 8.95 price. I also got the chips and salsa,  nothing amazing it tasted like tostitos. The place was busy during Friday lunch. Once the lunch rush was over, it was dead. Portion wise I think it looks small but it's actually very filling.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"473",2144900,"GZ12skjXwuMuH3LidRN-mA","WvzdqQ3m3msvNDq9Mmnakg","FkRtFHEN7GVDqNCOsdBDyA",5,"2016-03-23","im pretty picky this is best chipotle location.  fast, clean and fresh the employees do a great job.  yeah sometimes its not perfect but you cant win the race everytime.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"474",2144901,"GZ12skjXwuMuH3LidRN-mA","Sq1dw-J8a1z6iUKpKOE2jw","WSx714tFoxyLma2ZXAbCXQ",4,"2014-03-14","Walked in midday to eat at Chipotle for the first time.

I was starving, and initially looking at the chicken bowl that I had gotten looked very small. After digging into the bowl, it was quite delicious due to the surprising ability to fill you up and the large amount of guacamole the server had given me in my bowl.

The price is a bit pricey, for a meal that technically could be made at home, but for the convenience and portion, it is a nice meal. I would definitely eat back at another Chiptoles in the future.",1,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"475",2144902,"GZ12skjXwuMuH3LidRN-mA","9DFCARjJY2Bpud9ptMJvSA","Kj9cFO70zZOQorN0mgeLWA",3,"2014-08-30","This is a make it your own way kinda place...so if you don't like a particular flavour\/ingredient you can omit it,...or if you love something in particular you can ask more of it. I always ask for coriander to be added to any dish I get.  So far I have tried he salad and the chicken bowl.  Both were really good and for under $10, the portion size is decent.  You get a choice of mild, medium and hot salsa\/sauce.  I tried the hot salsa...at first when I tasted it I was like this isn't hot...but give it 5 seconds...the nice burn sets in!  The service is friendly, if not a bit slow only because some people are not sure what they want so they hold up the line.  The décor is clean, crisp (with some art work on the walls; stainless steel tables).     I usually just go for takeout s I like eating potentially messy food in my house.",2,1,1,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"476",2144903,"GZ12skjXwuMuH3LidRN-mA","Ezef-Vq3AhY9Fhx3fVPpyg","TRaOHH2HLF7h1l3838SKbw",5,"2016-05-07","so good, customer service always nice and food is mouthwateringly amazing.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"477",2144904,"GZ12skjXwuMuH3LidRN-mA","7F73RCnsrKunKLmjAcPb-Q","FN2uynNsOBFnblsxrS2LGA",4,"2017-02-14","I like Chipotle.  Food is pretty good.  Huge portions.  Very busy during lunch.  Staff are friendly.",1,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"478",2144905,"GZ12skjXwuMuH3LidRN-mA","OZHA9J8Q8YSVJwQ5V6uKuA","9ZLYRzhwJf57ETbGprqJ1A",5,"2014-05-13","Really great portions and the food is healthy. The customer service here is outstanding. I ordered a salad for my boss and missed two ingredients. When I brought it back they didn't charge me just let me reorder a new one. The meat is tasty as well and their menu says they use hormone\/antibiotic free LOCAL meat!! The guacamole is made in front of you and the salsa has always tasted fresh. 

The only thing someone might want to be aware of is the mild salsa is still spicy. And it's the lightest salsa.",2,0,1,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"479",2144906,"GZ12skjXwuMuH3LidRN-mA","vGES4ZpxQ_CbsT98NjYmVQ","1bgWnqxHdMCIvmuRcJWKIA",4,"2014-03-10","3.5 star

chipotle is always a good option when all else fails.  Its not exactly unhealthy... taste good and fresh...

its one of those things where i see them making the bowl or burrito and i always think.. oh man they are so stinge on the meat.. oh thats not going to be enough food... but once i start eating.. i surprise myself that it actually is enough food.

i would definately come back.. surprisingly its one of the cheaper options at shops at don mills.",1,2,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"480",2144907,"GZ12skjXwuMuH3LidRN-mA","vrQDgoCN6kKiWDybrKIciQ","Yp98ir7cRwZPH_oTjSbGpw",4,"2016-02-07","Workers are helpful and polite, which is good for a quickly paced fast-food restaurant. I always get steak cause it's my favorite. Unfortunately, it can be pricey for a burrito\/burrito bowl or even a normal fast-food restaurant, but it's nice to spend a bit more, and to know that you're getting well-raised meat and fresh produce; at least once in a while. Nice mix of flavours and ingredients, though.",1,0,1,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"481",2144908,"GZ12skjXwuMuH3LidRN-mA","qrDnFfH6xlkkDCfBR81YIA","f639_kystiSEktHc_seoyg",1,"2017-03-11","I like Chipotle but this location has terrible service. The angry-looking girl preparing my food looked like she hated her job, and life. When I asked for extra sour cream I was met with a death-stare and a load What?. Not a Sorry, can you repeat that? or I didn't catch that. Nope, that would have been too civilized I guess.",0,1,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"482",2144909,"GZ12skjXwuMuH3LidRN-mA","aTPteeVwzNZQPCo8oSaBRg","g3EFVkgEJ99yTAXkwFi6jg",5,"2016-06-06","We had an amazing experience at this location!! My friend wanted to pay my bill I refused, we argued the topic 20 seconds and the Chipotle employee said it's on us and covered the bill!!!!! Totally unexpected, very touching gesture!!! Customer for life!!!",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"483",2144910,"GZ12skjXwuMuH3LidRN-mA","N5B8kyEBeIi2X5gguCa_qw","le20i0BXS9XAxqF7sl4-Mw",4,"2015-10-27","If you want some American style Mexican food that is better than taco bell, look no further. I come here on occasion as the food isn't bad, it's a build your own meal style place that has many options from burritos, salads, tacos and bowls, that you pair with various salsas, and other toppings. Each option is $8.95 base + add ons. Protein options include chicken, steak, barbacoa (like a shredded bbq meat - maybe pork?), carnitas (pulled pork ish - more saucy than barbacoa), sofrita (tofu option), or veggie. As usual guac is extra but it is worth the extra $2.21. In my opinion the best bang for the buck is getting the bowl. Chips can also be had for an extra $1.20. 

I come when I'm in the area and want a quick bite that is satisfying my american Mexican cravings. Worth coming to if at least once and you'll probably come back. 

This location has friendly staff and is always clean!",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"484",2144911,"GZ12skjXwuMuH3LidRN-mA","5JBZK75b5SmrKmLuSLYpnQ","OmBHPdD3UhTeO3UHq6kBjA",5,"2015-10-17","Their Burrito Bowl is delicious!!!! The place is always clean, professional, and extremely efficient! Do not be scared of long lines because it movea super quickly! The ingredients are always fresh, tasty, and the guacamole is to die for! 

Be prepared to pay a mininum of $10 - $15 for your bowl or burrito but it is all worth it. I could eat here all day for every meal.  They have your usual protein choices for Burritos from steak, chicken, pork etc.  My personal favorite is the Steak Burrito bowl with extra guacamole and medium hot sauce.  It hits the spot every single time!

Parking at the Shops is always an issue so make sure you park at the Parkade and make the trek for your tasty burrito bowl!",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"485",2144912,"GZ12skjXwuMuH3LidRN-mA","LCuxkbnXBX5fUSrBGuZoVw","N_pxmTwRSoJzDJHpJlZ5iQ",1,"2016-05-27","This is our go to spot quick bite whenever in the north York area, recently the crews has been changing, service and quality of food has really gone down.

Last night we got the usual, half way into the bag, I found a live bug crawling up from the chips!!

I am pregnant and hope I didn't consume any bugs............",3,2,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"486",2144913,"GZ12skjXwuMuH3LidRN-mA","jOk2QgJKm8Nwx2a-3txUxQ","aR6vaoYj_SuTmz7EZLe41g",3,"2016-11-11","3.5\/5.

$10.11 after taxes for a burrito bowl. I'd say its worth it! Though, I do think this particular location is a bit stingy on how much they pack in your bowl. I was taking my bowl to-go, and there was still room at the top when I unpackaged my bowl...sadness. The food quality was great though. It was a bit spicier than the Yorkdale and Vaughan Mills locations, but it may have just been that particular batch. I actually enjoyed it spicier. Who would have known? Service was a bit slow relative to other Chipotle locations, but fast if you've never been to a Chipotle before. i.e. They took about 20 seconds before they acknowledged me despite me standing there and one guy just standing around staring at the food preparation area. Not sure what he was waiting for...But once he finally asked me what I wanted, everything ran smoothly.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"487",2144914,"GZ12skjXwuMuH3LidRN-mA","5nhcggGmkgd5gtqMsQs80A","fOknffNwyknogyrci3bTow",3,"2016-02-26","Chipotle at this location is not as consistent with portion sizes as its other locations (Dundas and Yonge, Yorkdale). They also got our pick up order wrong twice. I believe the training at this location needs to be improved.",0,0,0,"Chipotle Mexican Grill","1072 Don Mills Rd","Toronto","ON","M4P 2C9",43.7363592,-79.3433184,3.5,53,1,"Spanish;Fast Food;Restaurants;Mexican"
"488",2585550,"JotRkYFXqP3iQxVmRN7W9Q","eOLs90Z-SUFTRCn9Y-6vIA","XNbrAATnVNAg1eTjMjn-pA",5,"2014-12-10","I used to work at Yorkdale for years and this was my favourite place in the food court to grab a quick meal.

Came here last night with the bae after an event in the mall and ordered a carnitas salad to go with chips and salsa on the side.

Service was friendly and quick. The food was delicious, just as I remembered.

Not sure why there is no much Chipotle hate out there but I am a fan!",1,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"489",2585551,"JotRkYFXqP3iQxVmRN7W9Q","-aYtmBKZwRtNVRb-RwCflg","kPFLqCKexcxXu9wlXQa9xA",2,"2016-03-08","Portions are rediculous at this location. They give you the smallest scoop of meat I've ever seen. Extremely disappointing. Also try are extremely rude and rush you. The cashier is ALWAYS miserable. Not going back here",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"490",2585552,"JotRkYFXqP3iQxVmRN7W9Q","fwP1j5HXb9T7iR0Imfnh1Q","in8Cz6pRJO1tQ5fwKuW7TQ",5,"2015-02-08","This Chipotle was the first I had ever tried and I've been hooked ever since! Their steak burrito has become the standard by which every other steak burrito is measured and so far, it's still holding its spot by a long mile. 

Yes, you will pay a bit more for a meal here than the average mall food court joint, but you will also get a far better meal. Worth every extra penny imo!",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"491",2585553,"JotRkYFXqP3iQxVmRN7W9Q","gaqlPuZsuH-BEwFa2PtmQg","6iVeJ54TXyVCeehT1wVX5A",1,"2014-02-26","I love chipotle. Especially at the midtown location. Most of the employees there are so nice and just great in general. Others not so much...

Anyways, the rare times I come to this location and trust me, I've learned not to. Time and time again. They seem to hire clueless people. And not to mention incredibly rude and arrogant employees. For a company that supposedly prides themselves on customer service, they sure fail to live up to their internal message. 

I ordered a bowl, and I am a paying customer, who simply asked for plain brown rice. The girl I had who was black, with a really bad weave (LOL) was completely rude to me. She rolled her eyes at me, and aggressively grabbed a new spoon and searched for the brown rice. She plopped on less than a spoonful of rice and looked at me like she had no idea what her job was.. I ignored her comical attitude towards me, and asked for more rice... You know, something at I am allowed to get, seeing how whenever I go to any other chipotle they are happy to give it to you.. But no, she was completely rude. And once again rolled her eyes. I couldn't believe what I seen. The management at that location is also questionable... Not everyone there but a specific few that I won't get into. Anyways, the cut sizes are awful in comparison to midtowns, chicken, steak lacklustre and lack adequate seasoning. Everything about the Yorkdale location puts me off, especially the clueless and inappropriately rude attitude some of the employees give to customers. I'm a chipotle fan, by far. But I won't ever eat there, never ever. 

Want my opinion? Go to Midtown, or Yonge street.",3,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"492",2585554,"JotRkYFXqP3iQxVmRN7W9Q","i8n75dyXnUEP8Lg8WAbL7Q","quZDnr3kBlthjM2j5ZFMXg",1,"2016-12-12","Since I work In this mall, more than 4 years now, I come to this restaurant at least 3 time per week, today, after I placed my order, realized that I left my wallet at home and I offer to use my phone to pay but they don't have a tap system, than I ask to speak to the manager to ask her if it was possible to bring in the money later, I explained that I work in the mall and also that I'm a regular client but she refused it, I guess is better to throw out the food in the garbage than try to step up your customer service experience and give me the chance to prove that I will definitely pay for what I order .

It really makes me feel that I don't want to come back ever again, but I guess that base on your mentality and your management skills probably don't care to loose my business",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"493",2585555,"JotRkYFXqP3iQxVmRN7W9Q","26W8l7KXIIbKmv3f071j7A","oSHreHEii5tTujI0vdiDOg",1,"2017-12-09","Compared to other chipotle's this one gives you a substantially smaller serving. I ordered a bowl and usually I'm super full and can't finish it. This bowl was half the size that I would normally expect at any other chipotle. I was starving after and keep in mind I'm a smaller girl. I literally don't need a lot to stay full but I was so hungry afterwards. The serving size is way too small. Maybe it's cause there r so many customers but seriously. Don't waste your time here. Shops at don mills location is a lot better. In fact any other location is better than this",0,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"494",2585556,"JotRkYFXqP3iQxVmRN7W9Q","8bi-lWlYqIjYF9SXTWQnjQ","HzFCCVtHJMiGomwp035KtA",5,"2014-01-31","I love Chipotle!  The chicken salad is amazing because their vegetables are always fresh!  I can eat here everyday!",0,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"495",2585557,"JotRkYFXqP3iQxVmRN7W9Q","Q9L-KQqmDpjW-fBMeXrSOg","79TVO4NdBJV9DtF6x2k-mg",1,"2014-06-26","worst burrito ever had, and im not a picky eater, service was miserable, they want u in and out as quickly as possible,",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"496",2585558,"JotRkYFXqP3iQxVmRN7W9Q","pI9e5QaOoZwPNj8t-jrhlg","I6y6eJs9UgyuDGH_6U_0tA",4,"2014-08-20","I don't usually review chain-restaurants, but Chipotle really stands out as far as chain-restaurants goes. 

The queue was fairly long, and I got to see the staff grill the chicken fresh, and cut it up. Decide to try that and it was juicy and flavorful! 

Read more about their story and really love the food with integrity lifestyle. 

I have to agree with some of the other reviewers. Perhaps HQ should review the staffs at this location. The gentlemen before me asked to sample the Sofritas, the staff seemed really irritated to have to look for a little sample cup and spoon. I had a negative experience with their customer service as well, but that was resolved at HQ level.

The price is a nudge higher than their competitors, but for good reason! 

Would definitely recommend the food though!",3,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"497",2585559,"JotRkYFXqP3iQxVmRN7W9Q","9dBkLF4PPAhO_0QlTfDdIg","LNgTVGyf2jfBssdeo8sT8w",1,"2016-08-04","I'm pretty sure this is the Yorkdale location. 

Listen, I think chipotle tastes amazing, they give you a lot of food for your money. The only disappointment is when it's 2-3 hours later and your sitting on toilet for 45 mins, trying retrace your steps, thinking how the hell did you get to this point. 

I ordered the chipotle chicken bowl. Not sure if cleanliness has something to do with it, but because it's a high paced environment, something could go wrong. 

I warn everyone that when you are placing  the order please watch the food handlers carefully. I know it's not intentional to get people sick but do your do-diligence",3,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"498",2585560,"JotRkYFXqP3iQxVmRN7W9Q","DqxGlHl9ab3-ceNqTEdC9Q","wZOBSHpbEQxvVqfIQKVYhw",2,"2015-03-14","for the love of God Chipotle please do something better with your pork option. 

Because there is no sauce the pork is horribly dry. Mexican cuisine is so known for their wonderful sauces - how did you let this pass as acceptable? 

Burrito wise I prefer Quesada and Mucho Burrito - for chains they serve a much better more authentic burrito and cheaper options too.",1,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"499",2585561,"JotRkYFXqP3iQxVmRN7W9Q","E5Gf5hvpHR-XYZ-bDflQWQ","J3ucveGKKJDvtuCNnb_x0g",3,"2013-06-03","I was here on Saturday, and super hungry.  I opted for a veggie bowl at Chipotle.  There are a number of food options at dine on 3 ( the food court area of yorkdale mall).  I think at this location the beef seemed to be the most popular.  On my veggie bowl they were a little stingy on the avocado\/guacamole.  I think that this place is pricier than other burrito places.  I can get a burrito from chino locos, or burrito boyz\/burrito bandidos for less.  Now that I've done the comparison, I don't think I'll frequent Chipotle as much.",1,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"500",2585562,"JotRkYFXqP3iQxVmRN7W9Q","n-YM-X60Bi0JKFmI0xgw-g","ZQ6SaWr3BS6YRNZp8A305A",3,"2016-04-25","I know Chipotle gets knocked by people, but I like it, generally. The food is average, filling, and you get what you pay for. At this location the service was impersonal and over-rushed, but hey, do you expect more than that? 3 stars.",0,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"501",2585563,"JotRkYFXqP3iQxVmRN7W9Q","_2FbD-n1nILZm2Dk4v1hZw","CY5yCvzJpkgsQUnO-S1Mtw",4,"2016-07-17","Had the chicken and steak soft shell tacos.  
Tacos were full of fresh fillings and meat. Adding guacamole always a must. Service was quick and fast.",0,0,1,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"502",2585564,"JotRkYFXqP3iQxVmRN7W9Q","uzSgftsGm2HST6y2TJUvIA","Rp-cSUHm-EKBxgBS73PNNg",1,"2016-01-20","This chipotle location has been disappointing the past 5 times I've eaten there.  When I'm at Yorkdale, I always want to eat Chipotle but they have been so disappointing during all my visits.  The staff doesn't listen, I get it, you located in a mall, it's very busy on the weekends, the lines never stop and you hate your job, but it's not my problem that you don't do anything about it. 

They always mess up my order somehow one way or another:

1) no cheese and yes to corn but they do the opposite

2) asked for extra salad dressing 3 times and still forget to give me any

3) guacamole on the SIDE but they rush and just hear guac and toss it on my salad

4) they don't drain the bean sauce well so always my food is drenched in bean sauce rather than salad dressing (pls refer to my pictures)

5) portions are very noticeably smaller than other locations
 
6) cashiers always have bad attitude and rude, rushing you - get another job if you're so unhappy but wait with that attitude no wonder you're doing the job you are.  All cashiers at other Chipotle are always so nice, cheerful and friendly",4,0,2,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"503",2585565,"JotRkYFXqP3iQxVmRN7W9Q","O_-DO17iq2OTKhivybzBKA","9P_XFXaVpgATu8JTw08b5g",1,"2017-05-15","Worst location I've been to. They don't take Apple Pay so they immediately took away my bowl and placed it behind the counter as if I was about to bolt. I told them I would mobile order from the app to pay but for some reason the app failed. I had zero help from the employees. They did not provide any solutions or even attempt to help me troubleshoot. Very inconvenient. And on top of that, they give much smaller portions at this store. I barely got any rice and less than 10 chunks\/pieces of meat.",0,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"504",2585566,"JotRkYFXqP3iQxVmRN7W9Q","E6lnB-NZcCrJrSlMfIL93g","LcYSCMeDnXYZrWRPTjg1rA",1,"2014-04-25","BUG IN MY FOOD. The worst location in North America. I've been to over 100 locations, and this is by FAR the worst of them all...the food here is so stale! The vegetable are always burnt (and no, they are not sautéed here, they are BURNT), and I don't appreciate the overly liquidly tomatoes..now to the fun part. I ordered a bowl a couple weeks ago, and there was a BUG in the lettuce! I almost ate it I cannot believe I even saw it, I took it back and the woman was nice about it and replaced it but still GROSS! I threw the second one out, who could eat it after that? Also always long lines here between 11:30am and 8:00pm.",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
"505",2585567,"JotRkYFXqP3iQxVmRN7W9Q","vc2GhAcCZ4YIOBSD6H0VEA","4DL27votaTgUIqFS_bMgjA",2,"2014-11-28","I Work near the area so I feel in love with this place but finding more burrito places out there in the world this place went down by alot. They give you so little steak rice and beans. Most places it's packed. I went this Monday and notice my burrito wasnt as packed as the person infront of me. Its sucks and its stupid you have to pay extra for stuff that other burrito places give you for free. Also they dont allow you to heat up your burrito so you cant have all that nice melted chesse. Like I said I would only come if am feeling for it since it is in Yorkdale food court.",2,0,0,"Chipotle Mexican Grill","3401 Dufferin St, Unit FC-04","Toronto","ON","M6A 3A1",43.724788,-79.456902,2.5,21,1,"Mexican;Food;Restaurants;Fast Food"
